issue,game,platform,reviewer,year,month,average_score,scores
107,Rascal,PlayStation,Dan “Shoe” Hsu 4 John Davison 3.5 John Ricciardi 3 Shawn Smith 4,1998,6,3.625,"[4.0, 3.5, 3.0, 4.0]"
107,San Francisco Rush,PlayStation,Kelly Rickards 5 John Ricciardi 4 Kraig Kujawa 4 Crispin Boyer 4,1998,6,4.25,"[5.0, 4.0, 4.0, 4.0]"
107,Tekken 3,PlayStation,Crispin Boyer 10 John Ricciardi 10 John Davison 10 Sushi-X 9,1998,6,9.75,"[10.0, 10.0, 10.0, 9.0]"
107,The House of the Dead,Saturn,Kelly Rickards 6.5 Dan “Shoe” Hsu 7 John Davison 7 Crispin Boyer 5,1998,6,6.375,"[6.5, 7.0, 7.0, 5.0]"
107,Theme Hospital,PlayStation,Dan “Shoe” Hsu 6 John Davison 6 Crispin Boyer 6.5 Shawn Smith 6.5,1998,6,6.25,"[6.0, 6.0, 6.5, 6.5]"
107,VR Sports Powerboat Racing,PlayStation,John Davison 2 Kelly Rickards 4.5 John Ricciardi 4 Sushi-X 4,1998,6,3.625,"[2.0, 4.5, 4.0, 4.0]"
107,Warhammer: Dark Omen,PlayStation,John Davison 6 Dan “Shoe” Hsu 4.5 Kraig Kujawa 5.5 Sushi-X 5,1998,6,5.25,"[6.0, 4.5, 5.5, 5.0]"
107,World Cup 98,Nintendo 64,John Davison 8 Dan “Shoe” Hsu 7 John Ricciardi 8 Kraig Kujawa 8,1998,6,7.75,"[8.0, 7.0, 8.0, 8.0]"
108,All-Star Baseball ’99,Nintendo 64,John Ricciardi 8 Dean Hager 8 Kraig Kujawa 8.5 Dan “Shoe” Hsu 8,1998,7,8.125,"[8.0, 8.0, 8.5, 8.0]"
108,Azure Dreams (2000),PlayStation,Dan “Shoe” Hsu 8 John Ricciardi 8 Crispin Boyer 8 Sushi-X 7,1998,7,7.75,"[8.0, 8.0, 8.0, 7.0]"
108,Bio F.R.E.A.K.S.,Nintendo 64,John Davison 4.5 Dan “Shoe” Hsu 6 Shawn Smith 5.5 Sushi-X 4,1998,7,5,"[4.5, 6.0, 5.5, 4.0]"
108,Burning Rangers,Saturn,Crispin Boyer 7.5 John Davison 8.5 Dan “Shoe” Hsu 6.5 Shawn Smith 7.5,1998,7,7.5,"[7.5, 8.5, 6.5, 7.5]"
108,Bust-A-Move 2: Arcade Edition,Nintendo 64,Kraig Kujawa 7 Dan “Shoe” Hsu 5.5 John Davison 9 Shawn Smith 4.5,1998,7,6.5,"[7.0, 5.5, 9.0, 4.5]"
108,Cardinal Syn,PlayStation,Shawn Smith 4 John Davison 5 Crispin Boyer 3.5 Sushi-X 3,1998,7,3.875,"[4.0, 5.0, 3.5, 3.0]"
108,Forsaken,PlayStation,Shawn Smith 6 Crispin Boyer 6 Kraig Kujawa 4 John Davison 6.5,1998,7,5.625,"[6.0, 6.0, 4.0, 6.5]"
108,Forsaken 64,Nintendo 64,Crispin Boyer 6 Shawn Smith 6.5 John Davison 6 Kraig Kujawa 6.5,1998,7,6.25,"[6.0, 6.5, 6.0, 6.5]"
108,Gran Turismo (1997),PlayStation,John Davison 9.5 John Ricciardi 9.5 Dean Hager 9 Kraig Kujawa 9,1998,7,9.25,"[9.5, 9.5, 9.0, 9.0]"
108,Grand Theft Auto,PlayStation,"John Davison 7,.5 Dean Hager 6.5 Dan “Shoe” Hsu 5 Shawn Smith 7",1998,7,6.1,"[7.0, 5.0, 6.5, 5.0, 7.0]"
108,Jersey Devil,PlayStation,Shawn Smith 5 Kraig Kujawa 6 John Davison 6 Dan “Shoe” Hsu 7,1998,7,6,"[5.0, 6.0, 6.0, 7.0]"
108,Kobe Bryant in NBA Courtside,Nintendo 64,Kraig Kujawa 7.5 John Ricciardi 8.5 Dean Hager 8 Dan “Shoe” Hsu 8.5,1998,7,8.125,"[7.5, 8.5, 8.0, 8.5]"
108,Mike Piazza’s Strikezone,Nintendo 64,Kraig Kujawa 2 Dean Hager 3.5 Shawn Smith 2 John Ricciardi 3,1998,7,2.625,"[2.0, 3.5, 2.0, 3.0]"
108,N2O: Nitrous Oxide,PlayStation,Crispin Boyer 5.5 Dan “Shoe” Hsu 6.5 Kraig Kujawa 7 Shawn Smith 7,1998,7,6.5,"[5.5, 6.5, 7.0, 7.0]"
108,Quest 64,Nintendo 64,Crispin Boyer 3 John Ricciardi 4 John Davison 3.5 Sushi-X 4.5,1998,7,3.75,"[3.0, 4.0, 3.5, 4.5]"
108,The Granstream Saga,PlayStation,John Ricciardi 7 Crispin Boyer 7 Shawn Smith 7.5 Sushi-X 7,1998,7,7.125,"[7.0, 7.0, 7.5, 7.0]"
108,Tomba!,PlayStation,John Ricciardi 9 Kraig Kujawa 8.5 Shawn Smith 8.5 Crispin Boyer 9,1998,7,8.75,"[9.0, 8.5, 8.5, 9.0]"
108,VR Baseball 99,PlayStation,John Ricciardi 7.5 Dean Hager 7 Dan “Shoe” Hsu 7 Kraig Kujawa 7,1998,7,7.125,"[7.5, 7.0, 7.0, 7.0]"
108,Wetrix,Nintendo 64,Dan “Shoe” Hsu 5.5 John Davison 5.5 John Ricciardi 6 Dean Hager 5.5,1998,7,5.625,"[5.5, 5.5, 6.0, 5.5]"
108,World Cup 98,PlayStation,Dan “Shoe” Hsu 7 Kraig Kujawa 6.5 John Davison 8 John Ricciardi 8,1998,7,7.375,"[7.0, 6.5, 8.0, 8.0]"
108,X-Men vs. Street Fighter,PlayStation,Dan “Shoe” Hsu 5.5 John Ricciardi 4 Shawn Smith 6 Sushi-X 3,1998,7,4.625,"[5.5, 4.0, 6.0, 3.0]"
109,Adidas Power Soccer 98,PlayStation,John Davison 4.5 Dan “Shoe” Hsu 4.5 Kraig Kujawa 2 Dean Hager 4.5,1998,8,3.875,"[4.5, 4.5, 2.0, 4.5]"
109,Bio F.R.E.A.K.S.,PlayStation,Shawn Smith 5.5 John Davison 3.5 Dan “Shoe” Hsu 5 Sushi-X 4,1998,8,4.5,"[5.5, 3.5, 5.0, 4.0]"
109,Chopper Attack,Nintendo 64,Crispin Boyer 2.5 Dean Hager 6 Kraig Kujawa 5.5 Shawn Smith 5.5,1998,8,4.875,"[2.5, 6.0, 5.5, 5.5]"
109,Circuit Breakers,PlayStation,Shawn Smith 8.5 John Ricciardi 8.5 Crispin Boyer 8.5 Dan “Shoe” Hsu 8,1998,8,8.375,"[8.5, 8.5, 8.5, 8.0]"
109,ClayFighter: Sculptor’s Cut,Nintendo 64,Shawn Smith 5.5 Crispin Boyer 5 John Ricciardi 5.5 Sushi-X 6.5,1998,8,5.625,"[5.5, 5.0, 5.5, 6.5]"
109,Elemental Gearbolt,PlayStation,John Ricciardi 8 Kraig Kujawa 8 Dan “Shoe” Hsu 8 Crispin Boyer 8,1998,8,8,"[8.0, 8.0, 8.0, 8.0]"
109,Fox Sports Golf ’99,PlayStation,Kraig Kujawa 5.5 Dean Hager 5 John Ricciardi 4.5 John Davison 5.5,1998,8,5.125,"[5.5, 5.0, 4.5, 5.5]"
109,Game Boy Camera,Game Boy,Crispin Boyer 9.5 Kraig Kujawa 9.5 John Davison 9.5 John Ricciardi 9.5,1998,8,9.5,"[9.5, 9.5, 9.5, 9.5]"
109,Jeremy McGrath Supercross 98,PlayStation,Dean Hager 7.5 Crispin Boyer 6.5 Shawn Smith 5.5 John Ricciardi 6.5,1998,8,6.5,"[7.5, 6.5, 5.5, 6.5]"
109,Major League Baseball Featuring Ken Griffey Jr.,Nintendo 64,John Ricciardi 6.5 Kraig Kujawa 7 Dean Hager 8 Dan “Shoe” Hsu 7.5,1998,8,7.25,"[6.5, 7.0, 8.0, 7.5]"
109,Mission: Impossible (1998),Nintendo 64,Shawn Smith 6 John Davison 6.5 Crispin Boyer 5 Kraig Kujawa 5.5,1998,8,5.75,"[6.0, 6.5, 5.0, 5.5]"
109,Mortal Kombat 4,Nintendo 64,Sushi-X 6.5 Dan “Shoe” Hsu 6.5 John Ricciardi 6.5 John Davison 7.5,1998,8,6.75,"[6.5, 6.5, 6.5, 7.5]"
109,Mortal Kombat 4,PlayStation,Dan “Shoe” Hsu 6 John Davison 6.5 John Ricciardi 6 Sushi-X 6,1998,8,6.125,"[6.0, 6.5, 6.0, 6.0]"
109,NFL Xtreme,PlayStation,Kraig Kujawa 4 Dean Hager 6 John Ricciardi 4.5 Shawn Smith 3.5,1998,8,4.5,"[4.0, 6.0, 4.5, 3.5]"
109,Off Road Challenge,Nintendo 64,Dean Hager 5.5 John Davison 3 Shawn Smith 4 Crispin Boyer 5,1998,8,4.375,"[5.5, 3.0, 4.0, 5.0]"
109,Pro Pinball: Timeshock!,PlayStation,Dean Hager 4.5 Dan “Shoe” Hsu 5 Crispin Boyer 3 Kraig Kujawa 2.5,1998,8,3.75,"[4.5, 5.0, 3.0, 2.5]"
109,Risk (1998),PlayStation,John Davison 7.5 Kraig Kujawa 7.5 Shawn Smith 7.5 Dan “Shoe” Hsu 7.5,1998,8,7.5,"[7.5, 7.5, 7.5, 7.5]"
109,Road Rash 3D,PlayStation,John Ricciardi 7.5 Dean Hager 8.5 Kraig Kujawa 7.5 Crispin Boyer 7.5,1998,8,7.75,"[7.5, 8.5, 7.5, 7.5]"
109,Sentinel Returns,PlayStation,Crispin Boyer 5 Shawn Smith 4 Dan “Shoe” Hsu 6.5 John Davison 8.5,1998,8,6,"[5.0, 4.0, 6.5, 8.5]"
109,Vigilante 8,PlayStation,Kraig Kujawa 7.5 John Davison 7 Dan “Shoe” Hsu 8 Shawn Smith 9,1998,8,7.875,"[7.5, 7.0, 8.0, 9.0]"
110,Banjo-Kazooie,Nintendo 64,Shawn Smith 9.5 Crispin Boyer 9.5 John Davison 9 Dan “Shoe” Hsu 9.5,1998,9,9.375,"[9.5, 9.5, 9.0, 9.5]"
110,Bottom of the 9th ’99,PlayStation,Kraig Kujawa 7 John Ricciardi 6 Dean Hager 7.5 Shawn Smith 8,1998,9,7.125,"[7.0, 6.0, 7.5, 8.0]"
110,C: The Contra Adventure,PlayStation,Crispin Boyer 3.5 Shawn Smith 4.5 John Davison 2 Kraig Kujawa 3.5,1998,9,3.375,"[3.5, 4.5, 2.0, 3.5]"
110,Command & Conquer: Red Alert Retaliation,PlayStation,Kraig Kujawa 8 Dan “Shoe” Hsu 8 Crispin Boyer 8 John Davison 8.5,1998,9,8.125,"[8.0, 8.0, 8.0, 8.5]"
110,Crime Killer,PlayStation,John Davison 4.5 Dean Hager 5.5 Kraig Kujawa 5.5 Crispin Boyer 4,1998,9,4.875,"[4.5, 5.5, 5.5, 4.0]"
110,Flying Dragon (1998),Nintendo 64,John Davison 3.5 Dean Hager 4 Crispin Boyer 3 Sushi-X 3,1998,9,3.375,"[3.5, 4.0, 3.0, 3.0]"
110,Iggy’s Reckin’ Balls,Nintendo 64,John Ricciardi 5.5 Dan “Shoe” Hsu 7.5 Kraig Kujawa 7 Crispin Boyer 7,1998,9,6.75,"[5.5, 7.5, 7.0, 7.0]"
110,International Superstar Soccer ’98,Nintendo 64,John Davison 9.5 Kraig Kujawa 9.5 Dean Hager 8.5 John Ricciardi 9,1998,9,9.125,"[9.5, 9.5, 8.5, 9.0]"
110,International Superstar Soccer Pro ’98,PlayStation,Dean Hager 8 John Davison 9 Kraig Kujawa 8 John Ricciardi 7.5,1998,9,8.125,"[8.0, 9.0, 8.0, 7.5]"
110,Kartia: The Word of Fate,PlayStation,Dan “Shoe” Hsu 8.5 Crispin Boyer 8.5 Shawn Smith 8 Sushi-X 8,1998,9,8.25,"[8.5, 8.5, 8.0, 8.0]"
110,NCAA Football 99,PlayStation,Kraig Kujawa 9 Dean Hager 8.5 John Ricciardi 9 Dan “Shoe” Hsu 8,1998,9,8.625,"[9.0, 8.5, 9.0, 8.0]"
110,Pocket Fighter,PlayStation,Dan “Shoe” Hsu 7 John Ricciardi 7.5 John Davison 8 Sushi-X 7,1998,9,7.375,"[7.0, 7.5, 8.0, 7.0]"
110,Shining Force III,Saturn,John Ricciardi 9 Shawn Smith 8.5 Crispin Boyer 9 Sushi-X 9,1998,9,8.875,"[9.0, 8.5, 9.0, 9.0]"
110,Turbo Prop Racing,PlayStation,Dean Hager 6.5 Shawn Smith 4.5 Crispin Boyer 5 John Davison 4.5,1998,9,5.125,"[6.5, 4.5, 5.0, 4.5]"
110,Virtual Chess 64,Nintendo 64,Crispin Boyer 6.5 Dan “Shoe” Hsu 7 Kraig Kujawa 5.5 Shawn Smith 6,1998,9,6.25,"[6.5, 7.0, 5.5, 6.0]"
110,WarGames: Defcon 1,PlayStation,Shawn Smith 7 Kraig Kujawa 7.5 Dan “Shoe” Hsu 7 John Davison 7,1998,9,7.125,"[7.0, 7.5, 7.0, 7.0]"
110,WWF War Zone,Nintendo 64,Shawn Smith 7.5 John Ricciardi 8 Dan “Shoe” Hsu 8.5 Dean Hager 8,1998,9,8,"[7.5, 8.0, 8.5, 8.0]"
110,WWF War Zone,PlayStation,Dan “Shoe” Hsu 8.5 Dean Hager 8 John Ricciardi 7.5 Shawn Smith 7.5,1998,9,7.875,"[8.5, 8.0, 7.5, 7.5]"
111,Batman & Robin,PlayStation,Shawn Smith 3 Crispin Boyer 2 John Davison 2 Sushi-X 2.5,1998,10,2.375,"[3.0, 2.0, 2.0, 2.5]"
111,Deadly Arts,Nintendo 64,Sushi-X 1.5 Dan “Shoe” Hsu 1 John Ricciardi 2 Crispin Boyer 2.5,1998,10,1.75,"[1.5, 1.0, 2.0, 2.5]"
111,Devil Dice,PlayStation,Dan “Shoe” Hsu 9 Shawn Smith 9 John Davison 9.5 Sushi-X 8,1998,10,8.875,"[9.0, 9.0, 9.5, 8.0]"
111,F-1 World Grand Prix,Nintendo 64,Dean Hager 8 John Ricciardi 7.5 John Davison 8.5 Sushi-X 7,1998,10,7.75,"[8.0, 7.5, 8.5, 7.0]"
111,Future Cop: L.A.P.D.,PlayStation,Shawn Smith 7 Crispin Boyer 6.5 Dean Hager 7.5 Sushi-X 7,1998,10,7,"[7.0, 6.5, 7.5, 7.0]"
111,G Darius,PlayStation,John Ricciardi 8.5 Dan “Shoe” Hsu 9 Crispin Boyer 9 Shawn Smith 8.5,1998,10,8.75,"[8.5, 9.0, 9.0, 8.5]"
111,Gex 64: Enter the Gecko,Nintendo 64,Crispin Boyer 6 Dan “Shoe” Hsu 5.5 Shawn Smith 5 John Ricciardi 5.5,1998,10,5.5,"[6.0, 5.5, 5.0, 5.5]"
111,GT 64: Championship Edition,Nintendo 64,Dean Hager 7.5 John Davison 4 Dan “Shoe” Hsu 5.5 Shawn Smith 4.5,1998,10,5.375,"[7.5, 4.0, 5.5, 4.5]"
111,Heart of Darkness,PlayStation,Shawn Smith 8 John Davison 2 Crispin Boyer 7 Dean Hager 7.5,1998,10,6.125,"[8.0, 2.0, 7.0, 7.5]"
111,Kula World,PlayStation,Shawn Smith 7.5 Dean Hager 6.5 Dan “Shoe” Hsu 7 Sushi-X 7,1998,10,7,"[7.5, 6.5, 7.0, 7.0]"
111,Madden NFL 99,Nintendo 64,John Ricciardi 9 Dean Hager 9 Shawn Smith 8.5 Sushi-X 8.5,1998,10,8.75,"[9.0, 9.0, 8.5, 8.5]"
111,Madden NFL 99,PlayStation,Dean Hager 9 John Ricciardi 9 Shawn Smith 8 Sushi-X 8,1998,10,8.5,"[9.0, 9.0, 8.0, 8.0]"
111,Master of Monsters: Disciples of Gaia,PlayStation,Dan “Shoe” Hsu 5 Shawn Smith 4.5 John Davison 7 Sushi-X 7,1998,10,5.875,"[5.0, 4.5, 7.0, 7.0]"
111,Mega Man Legends,PlayStation,Crispin Boyer 6.5 John Davison 5 John Ricciardi 7.5 Sushi-X 6,1998,10,6.25,"[6.5, 5.0, 7.5, 6.0]"
111,NASCAR 99,Nintendo 64,Dean Hager 8.5 Crispin Boyer 5 John Davison 7 John Ricciardi 7,1998,10,6.875,"[8.5, 5.0, 7.0, 7.0]"
111,NFL Blitz,Nintendo 64,Dan “Shoe” Hsu 9 John Ricciardi 9 Crispin Boyer 9.5 Sushi-X 9,1998,10,9.125,"[9.0, 9.0, 9.5, 9.0]"
111,NFL Blitz,PlayStation,Sushi-X 8.5 Dan “Shoe” Hsu 8.5 Crispin Boyer 9 John Ricciardi 8.5,1998,10,8.625,"[8.5, 8.5, 9.0, 8.5]"
111,NFL GameDay 99,PlayStation,Dean Hager 9.5 John Ricciardi 8 Dan “Shoe” Hsu 8 Sushi-X 8.5,1998,10,8.5,"[9.5, 8.0, 8.0, 8.5]"
111,Parasite Eve,PlayStation,Crispin Boyer 7 John Ricciardi 8 Shawn Smith 8 John Davison 8.5,1998,10,7.875,"[7.0, 8.0, 8.0, 8.5]"
111,Resident Evil 2: Dual Shock,PlayStation,Crispin Boyer 7 Dan “Shoe” Hsu 7.5 John Davison 9 John Ricciardi 8.5,1998,10,8,"[7.0, 7.5, 9.0, 8.5]"
111,Rosco McQueen: Firefighter Extreme,PlayStation,Dan “Shoe” Hsu 2 Crispin Boyer 4 John Davison 4.5 Shawn Smith 5,1998,10,3.875,"[2.0, 4.0, 4.5, 5.0]"
111,Spice World,PlayStation,John Davison 6 Dan “Shoe” Hsu 1.5 Crispin Boyer 2 John Ricciardi 4,1998,10,3.375,"[6.0, 1.5, 2.0, 4.0]"
111,Team Losi RC Racing,PlayStation,Shawn Smith 5 John Davison 4.5 Dean Hager 4 Sushi-X 4,1998,10,4.375,"[5.0, 4.5, 4.0, 4.0]"
111,Thunder Force V,PlayStation,John Ricciardi 7.5 Shawn Smith 7 Dan “Shoe” Hsu 8 Crispin Boyer 7.5,1998,10,7.5,"[7.5, 7.0, 8.0, 7.5]"
111,TOCA Championship Racing,PlayStation,John Davison 8.5 Dean Hager 8 Dan “Shoe” Hsu 7 Sushi-X 7,1998,10,7.625,"[8.5, 8.0, 7.0, 7.0]"
111,Trap Gunner,PlayStation,John Davison 7 Crispin Boyer 6 Dean Hager 5 Sushi-X 5,1998,10,5.75,"[7.0, 6.0, 5.0, 5.0]"
111,Waialae Country Club: True Golf Classics,Nintendo 64,John Davison 6.5 Dean Hager 5 John Ricciardi 5.5 Sushi-X 4,1998,10,5.25,"[6.5, 5.0, 5.5, 4.0]"
112,Armored Core: Project Phantasma,PlayStation,Sushi-X 5 John Davison 5 Dan “Shoe” Hsu 5.5 Crispin Boyer 5.5,1998,11,5.25,"[5.0, 5.0, 5.5, 5.5]"
112,Body Harvest,Nintendo 64,Crispin Boyer 8 John Davison 9 Shawn Smith 8 John Ricciardi 8,1998,11,8.25,"[8.0, 9.0, 8.0, 8.0]"
112,Bomberman Hero,Nintendo 64,Shawn Smith 5 Crispin Boyer 5.5 John Ricciardi 7 Dan “Shoe” Hsu 6,1998,11,5.875,"[5.0, 5.5, 7.0, 6.0]"
112,Brunswick Circuit Pro Bowling,PlayStation,Sushi-X 8 Shawn Smith 6 Dean Hager 3 Dan “Shoe” Hsu 6,1998,11,5.75,"[8.0, 6.0, 3.0, 6.0]"
112,Buck Bumble,Nintendo 64,Dean Hager 7.5 Dan “Shoe” Hsu 6 Crispin Boyer 6.5 Shawn Smith 6.5,1998,11,6.625,"[7.5, 6.0, 6.5, 6.5]"
112,Colony Wars: Vengeance,PlayStation,Crispin Boyer 9 John Davison 8.5 Shawn Smith 9 Sushi-X 9,1998,11,8.875,"[9.0, 8.5, 9.0, 9.0]"
112,ESPN X-Games Pro Boarder,PlayStation,Shawn Smith 5.5 Dan “Shoe” Hsu 5 Dean Hager 5 Crispin Boyer 6.5,1998,11,5.5,"[5.5, 5.0, 5.0, 6.5]"
112,F-Zero X,Nintendo 64,John Ricciardi 9 Crispin Boyer 9 John Davison 9 Shawn Smith 9,1998,11,9,"[9.0, 9.0, 9.0, 9.0]"
112,Kagero: Deception II,PlayStation,Sushi-X 9 Dan “Shoe” Hsu 8 Crispin Boyer 8.5 Dean Hager 7.5,1998,11,8.25,"[9.0, 8.0, 8.5, 7.5]"
112,Knife Edge,Nintendo 64,Dan “Shoe” Hsu 4.5 Shawn Smith 7 Crispin Boyer 6.5 Sushi-X 4,1998,11,5.5,"[4.5, 7.0, 6.5, 4.0]"
112,Moto Racer 2,PlayStation,Crispin Boyer 8.5 John Ricciardi 8.5 Dean Hager 8 Dan “Shoe” Hsu 7,1998,11,8,"[8.5, 8.5, 8.0, 7.0]"
112,Motorhead,PlayStation,Dean Hager 6 Shawn Smith 5 John Davison 6.5 Sushi-X 5,1998,11,5.625,"[6.0, 5.0, 6.5, 5.0]"
112,NASCAR 99,PlayStation,Dean Hager 7 Crispin Boyer 5 John Davison 6.5 John Ricciardi 5,1998,11,5.875,"[7.0, 5.0, 6.5, 5.0]"
112,NHL 99,Nintendo 64,John Ricciardi 8 Dan “Shoe” Hsu 8 Dean Hager 8 Sushi-X 8,1998,11,8,"[8.0, 8.0, 8.0, 8.0]"
112,Rival Schools: United by Fate,PlayStation,Dan “Shoe” Hsu 8 John Ricciardi 8.5 John Davison 9 Sushi-X 8.5,1998,11,8.5,"[8.0, 8.5, 9.0, 8.5]"
112,Rogue Trip,PlayStation,Shawn Smith 9 Dan “Shoe” Hsu 8.5 Crispin Boyer 9 Dean Hager 8,1998,11,8.625,"[9.0, 8.5, 9.0, 8.0]"
112,S.C.A.R.S.,Nintendo 64,John Davison 7 Dean Hager 5 John Ricciardi 7 Sushi-X 5,1998,11,6,"[7.0, 5.0, 7.0, 5.0]"
112,S.C.A.R.S.,PlayStation,Dean Hager 5.5 John Davison 7.5 John Ricciardi 7 Sushi-X 6,1998,11,6.5,"[5.5, 7.5, 7.0, 6.0]"
112,Space Station Silicon Valley,Nintendo 64,Dan “Shoe” Hsu 8.5 John Davison 8.5 Crispin Boyer 8.5 Sushi-X 8,1998,11,8.375,"[8.5, 8.5, 8.5, 8.0]"
112,Spyro the Dragon,PlayStation,Crispin Boyer 8.5 John Ricciardi 8 Shawn Smith 9 Sushi-X 8,1998,11,8.375,"[8.5, 8.0, 9.0, 8.0]"
112,Tales of Destiny,PlayStation,John Ricciardi 8.5 Shawn Smith 8 Crispin Boyer 8 Sushi-X 8,1998,11,8.125,"[8.5, 8.0, 8.0, 8.0]"
112,Tenchu: Stealth Assassins,PlayStation,Sushi-X 7.5 John Ricciardi 8 Dan “Shoe” Hsu 8 John Davison 7.5,1998,11,7.75,"[7.5, 8.0, 8.0, 7.5]"
112,The Unholy War,PlayStation,Dan “Shoe” Hsu 8 John Davison 9 Shawn Smith 7.5 John Ricciardi 6.5,1998,11,7.75,"[8.0, 9.0, 7.5, 6.5]"
112,WCW/NWO Revenge,Nintendo 64,Dan “Shoe” Hsu 7.5 John Ricciardi 8.5 Shawn Smith 8.5 Dean Hager 8,1998,11,8.125,"[7.5, 8.5, 8.5, 8.0]"
113,Activision Classics,PlayStation,Dan “Shoe” Hsu 4.5 Crispin Boyer 5.5 John Ricciardi 3 Dean Hager 3,1998,12,4,"[4.5, 5.5, 3.0, 3.0]"
113,Assault: Retribution,PlayStation,Crispin Boyer 5 Dean Hager 6 Shawn Smith 5.5 Sushi-X 4,1998,12,5.125,"[5.0, 6.0, 5.5, 4.0]"
113,Backstreet Billiards,PlayStation,Shawn Smith 6 Dan “Shoe” Hsu 7 Dean Hager 6 Sushi-X 6.5,1998,12,6.375,"[6.0, 7.0, 6.0, 6.5]"
113,Bomberman World,PlayStation,Dan “Shoe” Hsu 6.5 Shawn Smith 7 John Ricciardi 4.5 John Davison 6,1998,12,6,"[6.5, 7.0, 4.5, 6.0]"
113,Bushido Blade 2,PlayStation,Sushi-X 7.5 Crispin Boyer 8 John Davison 6 John Ricciardi 6,1998,12,6.875,"[7.5, 8.0, 6.0, 6.0]"
113,Cool Boarders 3,PlayStation,Shawn Smith 6.5 John Davison 5 Dean Hager 7.5 Crispin Boyer 6.5,1998,12,6.375,"[6.5, 5.0, 7.5, 6.5]"
113,Cruis’n World,Nintendo 64,Dean Hager 6.5 Crispin Boyer 6.5 Dan “Shoe” Hsu 5.5 John Ricciardi 7,1998,12,6.375,"[6.5, 6.5, 5.5, 7.0]"
113,Dead Ball Zone,PlayStation,Crispin Boyer 7 Dan “Shoe” Hsu 7 John Davison 7.5 Dean Hager 5.5,1998,12,6.75,"[7.0, 7.0, 7.5, 5.5]"
113,Dragonseeds,PlayStation,Sushi-X 2 John Davison 6 Dan “Shoe” Hsu 6.5 Shawn Smith 6.5,1998,12,5.25,"[2.0, 6.0, 6.5, 6.5]"
113,Duke Nukem: Time to Kill,PlayStation,Dan “Shoe” Hsu 4 Shawn Smith 8.5 John Davison 7.5 Sushi-X 6.5,1998,12,6.625,"[4.0, 8.5, 7.5, 6.5]"
113,Guilty Gear,PlayStation,Sushi-X 7.5 Dan “Shoe” Hsu 7 John Ricciardi 6 Shawn Smith 6.5,1998,12,6.75,"[7.5, 7.0, 6.0, 6.5]"
113,HardBall 99,PlayStation,Sushi-X 4 John Ricciardi 3 Dean Hager 4.5 Crispin Boyer 4,1998,12,3.875,"[4.0, 3.0, 4.5, 4.0]"
113,Lucky Luke,PlayStation,John Davison 6.5 Crispin Boyer 4.5 Shawn Smith 7 Dean Hager 6,1998,12,6,"[6.5, 4.5, 7.0, 6.0]"
113,MediEvil,PlayStation,Shawn Smith 8.5 Dean Hager 7 Crispin Boyer 8.5 Sushi-X 7.5,1998,12,7.875,"[8.5, 7.0, 8.5, 7.5]"
113,Metal Gear Solid (1998),PlayStation,Crispin Boyer 10 John Ricciardi 10 Dan “Shoe” Hsu 10 John Davison 10,1998,12,10,"[10.0, 10.0, 10.0, 10.0]"
113,NBA Live 99,Nintendo 64,Dean Hager 8 John Ricciardi 8 Dan “Shoe” Hsu 6.5 Sushi-X 7.5,1998,12,7.5,"[8.0, 8.0, 6.5, 7.5]"
113,NHL 99,PlayStation,John Ricciardi 8.5 Dean Hager 8.5 Dan “Shoe” Hsu 7 Sushi-X 7,1998,12,7.75,"[8.5, 8.5, 7.0, 7.0]"
113,NHL FaceOff 99,PlayStation,John Ricciardi 7.5 Dean Hager 7.5 Dan “Shoe” Hsu 7 Sushi-X 7.5,1998,12,7.375,"[7.5, 7.5, 7.0, 7.5]"
113,O.D.T.: Escape… Or Die Trying,PlayStation,John Davison 3.5 Crispin Boyer 3.5 Dean Hager 4 Dan “Shoe” Hsu 3.5,1998,12,3.625,"[3.5, 3.5, 4.0, 3.5]"
113,Oddworld: Abe’s Exoddus,PlayStation,Dan “Shoe” Hsu 9 Shawn Smith 9.5 Crispin Boyer 9 Sushi-X 9.5,1998,12,9.25,"[9.0, 9.5, 9.0, 9.5]"
113,Pokémon,Game Boy,John Ricciardi 9 Crispin Boyer 8 John Davison 8 Sushi-X 9,1998,12,8.5,"[9.0, 8.0, 8.0, 9.0]"
113,Pool Hustler,PlayStation,Sushi-X 7 Dan “Shoe” Hsu 5 John Ricciardi 7 Crispin Boyer 6,1998,12,6.25,"[7.0, 5.0, 7.0, 6.0]"
113,Running Wild,PlayStation,Shawn Smith 6.5 Crispin Boyer 6 Dan “Shoe” Hsu 5 Dean Hager 4,1998,12,5.375,"[6.5, 6.0, 5.0, 4.0]"
113,Rush 2: Extreme Racing USA,Nintendo 64,Dean Hager 8 Shawn Smith 4.5 John Davison 6.5 Dan “Shoe” Hsu 8.5,1998,12,6.875,"[8.0, 4.5, 6.5, 8.5]"
113,Small Soldiers,PlayStation,Shawn Smith 4.5 John Davison 2 Crispin Boyer 4 Sushi-X 3.5,1998,12,3.5,"[4.5, 2.0, 4.0, 3.5]"
113,Streak,PlayStation,John Davison 5 Crispin Boyer 7.5 Dean Hager 7.5 Sushi-X 8,1998,12,7,"[5.0, 7.5, 7.5, 8.0]"
113,Test Drive 5,PlayStation,Dean Hager 7.5 John Davison 7 John Ricciardi 7 Shawn Smith 6.5,1998,12,7,"[7.5, 7.0, 7.0, 6.5]"
